"price","desc","loc"
"Rp 10.000.000.000","5 KT - 3 KM - 360 m2","Penjaringan, Jakarta Utara"
"Rp 16.700.000.000","3 KT - 3 KM - 398 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 200.000.000","2 KT - 1 KM - 44 m2","Kalisari, Jakarta Timur"
"Rp 350.000.000","2 KT - 1 KM - 70 m2","Cilangkap, Jakarta Timur"
"Rp 385.000.000","2 KT - 1 KM - 40 m2","Kembangan, Jakarta Barat"
"Rp 200.000.000","3 KT - 2 KM - 35 m2","Duren Sawit, Jakarta Timur"
"Rp 851.000.000","3 KT - 2 KM - 79 m2","Cibubur, Jakarta Timur"
"Rp 255.000.000","2 KT - 1 KM - 25 m2","Cengkareng, Jakarta Barat"
"Rp 6.500.000.000","3 KT - 2 KM - 160 m2","Penjaringan, Jakarta Utara"
"Rp 6.500.000.000","3 KT - 2 KM - 160 m2","Penjaringan, Jakarta Utara"
"Rp 700.000.000","1 KT - 1 KM - 100 m2","Jagakarsa, Jakarta Selatan"
"Rp 4.000.000.000","3 KT - 3 KM - 160 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 2.600.000.000","3 KT - 2 KM - 98 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 8.000.000.000","4 KT - 4 KM - 224 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 2.600.000.000","2 KT - 2 KM - 73 m2","Grogol Petamburan, Jakarta Barat"
"Rp 285.000.000","2 KT - 1 KM - 40 m2","Jagakarsa, Jakarta Selatan"
"Rp 2.900.000.000","4 KT - 4 KM - 90 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 2.500.000.000","2 KT - 1 KM - 100 m2","Kelapa Gading, Jakarta Utara"
"Rp 835.000.000","3 KT - 2 KM - 90 m2","Kramat Jati, Jakarta Timur"
"Rp 7.000.000.000","5 KT - 5 KM - 218 m2","Cakung, Jakarta Timur"
"Rp 300.000.000","2 KT - 1 KM - 60 m2","Kramat Jati, Jakarta Timur"
"Rp 835.000.000","3 KT - 2 KM - 90 m2","Kramat Jati, Jakarta Timur"
"Rp 3.300.000.000","3 KT - 2 KM - 120 m2","Penjaringan, Jakarta Utara"
"Rp 7.200.000.000","3 KT - 2 KM - 200 m2","Penjaringan, Jakarta Utara"
"Rp 1.400.000.000","3 KT - 3 KM - 76 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 1.650.000.000","3 KT - 3 KM - 63 m2","Cakung, Jakarta Timur"
"Rp 18.000.000.001","9 KT - 5 KM - 265 m2","Palmerah, Jakarta Barat"
"Rp 3.950.000.000","4 KT - 3 KM - 240 m2","Daan Mogot, Jakarta Barat"
"Rp 835.000.000","3 KT - 2 KM - 90 m2","Kramat Jati, Jakarta Timur"
"Rp 1.250.000.000","3 KT - 3 KM - 90 m2","Penjaringan, Jakarta Utara"
"Rp 3.500.000.000","3 KT - 2 KM - 180 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 2.150.000.000","3 KT - 2 KM - 120 m2","Penjaringan, Jakarta Utara"
"Rp 4.500.000.000","4 KT - 4 KM - 299 m2","Penjaringan, Jakarta Utara"
"Rp 450.000.000","1 KT - 1 KM - 84 m2","Matraman, Jakarta Timur"
"Rp 600.000.000","2 KT - 1 KM - 55 m2","Duren Sawit, Jakarta Timur"
"Rp 1.650.000.000","3 KT - 3 KM - 63 m2","Cakung, Jakarta Timur"
"Rp 855.000.000","3 KT - 3 KM - 78 m2","Ciracas, Jakarta Timur"
"Rp 6.500.000.000","3 KT - 3 KM - 360 m2","Penjaringan, Jakarta Utara"
"Rp 2.400.000.000","4 KT - 4 KM - 97 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 6.500.000.000","3 KT - 3 KM - 360 m2","Penjaringan, Jakarta Utara"
"Rp 735.000.000","4 KT - 2 KM - 105 m2","Duren Sawit, Jakarta Timur"
"Rp 2.100.000.000","3 KT - 2 KM - 48 m2","Penjaringan, Jakarta Utara"
"Rp 2.100.000.000","3 KT - 2 KM - 48 m2","Penjaringan, Jakarta Utara"
"Rp 1.650.000.000","3 KT - 3 KM - 63 m2","Cakung, Jakarta Timur"
"Rp 5.500.000.000","5 KT - 5 KM - 209 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 3.900.000.000","3 KT - 3 KM - 160 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 2.300.000.000","3 KT - 3 KM - 105 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 110.000.000","2 KT - 1 KM - 25 m2","Jatinegara, Jakarta Timur"
"Rp 2.400.000.000","3 KT - 2 KM - 110 m2","Gambir, Jakarta Pusat"
"Rp 475.000.000","5 KT - 5 KM - 120 m2","Cipayung, Jakarta Timur"
"Rp 415.000.000","10 KT - 5 KM - 52 m2","Taman Sari, Jakarta Barat"
"Rp 2.400.000.000","3 KT - 2 KM - 84 m2","Cakung, Jakarta Timur"
"Rp 852.000.000","3 KT - 3 KM - 78 m2","Ciracas, Jakarta Timur"
"Rp 850.000.090","3 KT - 3 KM - 78 m2","Cibubur, Jakarta Timur"
"Rp 850.000.000","3 KT - 3 KM - 78 m2","Cibubur, Jakarta Timur"
"Rp 7.000.000.000","4 KT - 2 KM - 139 m2","Pasar Rebo, Jakarta Timur"
"Rp 160.000.000","1 KT - 1 KM - 27 m2","Kalideres, Jakarta Barat"
"Rp 300.000.000","2 KT - 2 KM - 350 m2","Kembangan, Jakarta Barat"
"Rp 3.300.000.000","6 KT - 4 KM - 170 m2","Cakung, Jakarta Timur"
"Rp 2.500.000.000","5 KT - 5 KM - 119 m2","Cakung, Jakarta Timur"
"Rp 7.500.000.000","5 KT - 6 KM - 500 m2","Kalideres, Jakarta Barat"
"Rp 1.350.000.000","2 KT - 2 KM - 45 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 2.000.000.000","4 KT - 2 KM - 150 m2","Kebon Jeruk, Jakarta Barat"
"Rp 980.000.000","3 KT - 2 KM - 200 m2","Cakung, Jakarta Timur"
"Rp 360.000.000","2 KT - 2 KM - 48 m2","Pulo Gadung, Jakarta Timur"
"Rp 1.500.000.000","2 KT - 2 KM - 100 m2","Cilandak, Jakarta Selatan"
"Rp 1.400.000.000","3 KT - 2 KM - 200 m2","Cibubur, Jakarta Timur"
"Rp 350.000.000","2 KT - 1 KM - 60 m2","Cilangkap, Jakarta Timur"
"Rp 250.000.000","2 KT - 1 KM - 38 m2","Kramat Jati, Jakarta Timur"
"Rp 1.800.000.000","2 KT - 1 KM - 132 m2","Jakarta Selatan, Jakarta D.K.I."
"Rp 700.000.000","2 KT - 1 KM - 60 m2","Kebon Jeruk, Jakarta Barat"
"Rp 250.000.000","2 KT - 1 KM - 38 m2","Kramat Jati, Jakarta Timur"
"Rp 415.000.000","2 KT - 2 KM - 72 m2","Duren Sawit, Jakarta Timur"
"Rp 600.000.000","2 KT - 2 KM - 96 m2","Cakung, Jakarta Timur"
"Rp 3.700.000.000","3 KT - 3 KM - 133 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 5.600.000.000","4 KT - 3 KM - 222 m2","Setia Budi, Jakarta Selatan"
"Rp 510.000.000","4 KT - 2 KM - 57 m2","Cakung, Jakarta Timur"
"Rp 69.000.000","1 KT - 1 KM - 24 m2","Cengkareng, Jakarta Barat"
"Rp 2.400.000.000","4 KT - 4 KM - 98 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 2.600.000.000","4 KT - 4 KM - 130 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 400.000.000","1 KT - 1 KM - 80 m2","Cakung, Jakarta Timur"
"Rp 7.850.000.000","4 KT - 4 KM - 297 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 5.600.000.000","4 KT - 3 KM - 222 m2","Kebayoran Lama, Jakarta Selatan"
"Rp 370.000.000","2 KT - 2 KM - 50 m2","Kramat Jati, Jakarta Timur"
"Rp 485.000.000","2 KT - 2 KM - 60 m2","Palmerah, Jakarta Barat"
"Rp 870.000.000","3 KT - 3 KM - 61 m2","Grogol Petamburan, Jakarta Barat"
"Rp 450.000.000","2 KT - 1 KM - 150 m2","Daan Mogot, Jakarta Barat"
"Rp 350.000.000","4 KT - 1 KM - 105 m2","Kembangan, Jakarta Barat"
"Rp 3.500.000.000","1 KT - 1 KM - 10 m2","Grogol Petamburan, Jakarta Barat"
"Rp 3.700.000.000","4 KT - 3 KM - 266 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 155.000.000","1 KT - 1 KM - 30 m2","Jatinegara, Jakarta Timur"
"Rp 950.000.000","2 KT - 2 KM - 55 m2","Kebon Jeruk, Jakarta Barat"
"Rp 1.000.000.000","5 KT - 2 KM - 130 m2","Pesanggrahan, Jakarta Selatan"
"Rp 20.000.000","3 KT - 3 KM - 300 m2","Pesanggrahan, Jakarta Selatan"
"Rp 275.000.000","2 KT - 1 KM - 50 m2","Pesanggrahan, Jakarta Selatan"
"Rp 375.000.000","2 KT - 1 KM - 50 m2","Jatinegara, Jakarta Timur"
"Rp 2.000.000.000","2 KT - 2 KM - 140 m2","Kalideres, Jakarta Barat"
"Rp 250.000.000","2 KT - 1 KM - 30 m2","Pesanggrahan, Jakarta Selatan"
"Rp 360.000.000","2 KT - 1 KM - 50 m2","Duren Sawit, Jakarta Timur"
"Rp 3.300.000.000","3 KT - 4 KM - 120 m2","Penjaringan, Jakarta Utara"
"Rp 4.000.000.000","4 KT - 4 KM - 180 m2","Penjaringan, Jakarta Utara"
"Rp 3.300.000.000","3 KT - 3 KM - 120 m2","Penjaringan, Jakarta Utara"
"Rp 210.000.000","1 KT - 1 KM - 30 m2","Palmerah, Jakarta Barat"
"Rp 1.680.000.000","3 KT - 2 KM - 79 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 675.000.000","3 KT - 2 KM - 96 m2","Kramat Jati, Jakarta Timur"
"Rp 330.000.000","2 KT - 2 KM - 44 m2","Kramat Jati, Jakarta Timur"
"Rp 845.000.000","3 KT - 2 KM - 100 m2","Kramat Jati, Jakarta Timur"
"Rp 2.500.000.000","3 KT - 2 KM - 79 m2","Cakung, Jakarta Timur"
"Rp 590.000.000","2 KT - 2 KM - 80 m2","Kramat Jati, Jakarta Timur"
"Rp 380.000.000","2 KT - 2 KM - 48 m2","Kramat Jati, Jakarta Timur"
"Rp 535.000.000","2 KT - 2 KM - 76 m2","Kramat Jati, Jakarta Timur"
"Rp 650.000.000","3 KT - 2 KM - 100 m2","Kramat Jati, Jakarta Timur"
"Rp 450.000.000","2 KT - 2 KM - 50 m2","Jatinegara, Jakarta Timur"
"Rp 425.000.000","2 KT - 2 KM - 60 m2","Kramat Jati, Jakarta Timur"
"Rp 245.000.000","1 KT - 1 KM - 30 m2","Kramat Jati, Jakarta Timur"
"Rp 290.000.000","1 KT - 1 KM - 50 m2","Kramat Jati, Jakarta Timur"
"Rp 480.000.000","2 KT - 2 KM - 60 m2","Kramat Jati, Jakarta Timur"
"Rp 950.000.000","2 KT - 1 KM - 40 m2","Kalideres, Jakarta Barat"
"Rp 3.600.000.000","3 KT - 2 KM - 102 m2","Penjaringan, Jakarta Utara"
"Rp 28.000.000.000","5 KT - 4 KM - 900 m2","Penjaringan, Jakarta Utara"
"Rp 1.000.000.000","2 KT - 1 KM - 50 m2","Kalideres, Jakarta Barat"
"Rp 2.200.000.000","3 KT - 2 KM - 100 m2","Cengkareng, Jakarta Barat"
"Rp 2.900.000.000","4 KT - 4 KM - 107 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 1.900.000.000","2 KT - 1 KM - 78 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 65.000.000","1 KT - 1 KM - 25 m2","Jatinegara, Jakarta Timur"
"Rp 372.500.000","2 KT - 1 KM - 35 m2","Jatinegara, Jakarta Timur"
"Rp 2.500.000.000","5 KT - 4 KM - 260 m2","Duren Sawit, Jakarta Timur"
"Rp 1.800.000.000","3 KT - 2 KM - 105 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 7.500.000.000","3 KT - 3 KM - 500 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 1.500.000.000","10 KT - 10 KM - 300 m2","Kramat Jati, Jakarta Timur"
"Rp 24.000.000.000","3 KT - 3 KM - 1260 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 1.900.000.000","3 KT - 3 KM - 75 m2","Kalideres, Jakarta Barat"
"Rp 24.000.000.000","5 KT - 7 KM - 900 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 7.200.000.000","4 KT - 3 KM - 200 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 3.100.000.000","3 KT - 3 KM - 150 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 3.950.000.000","3 KT - 3 KM - 150 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 1.900.000.000","3 KT - 3 KM - 107 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 1.100.000.000","2 KT - 2 KM - 62 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 5.500.000.000","3 KT - 2 KM - 160 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 1.100.000.000","2 KT - 2 KM - 62 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 2.500.000.000","4 KT - 4 KM - 100 m2","Cakung, Jakarta Timur"
"Rp 3.000.000.000","3 KT - 4 KM - 120 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 1.400.000.000","2 KT - 2 KM - 79 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 1.350.000.000","2 KT - 2 KM - 85 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 150.000.000","1 KT - 1 KM - 3 m2","Makasar, Jakarta Timur"
"Rp 1.700.000.000","2 KT - 2 KM - 79 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 3.900.000.000","3 KT - 2 KM - 120 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 1.325.000.000","2 KT - 2 KM - 62 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 3.900.000.000","3 KT - 3 KM - 160 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 2.350.000.000","3 KT - 3 KM - 107 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 2.350.000.000","3 KT - 3 KM - 107 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 15.500.000.000","5 KT - 6 KM - 475 m2","Penjaringan, Jakarta Utara"
"Rp 822.906.000","2 KT - 1 KM - 42 m2","Pulo Gadung, Jakarta Timur"
"Rp 350.000.000","4 KT - 2 KM - 100 m2","Cakung, Jakarta Timur"
"Rp 6.800.000.000","6 KT - 4 KM - 235 m2","Cempaka Putih, Jakarta Pusat"
"Rp 475.000.001","2 KT - 1 KM - 44 m2","Tambora, Jakarta Barat"
"Rp 1.000.000.000","3 KT - 1 KM - 45 m2","Cilincing, Jakarta Utara"
"Rp 350.000.000","2 KT - 1 KM - 36 m2","Pasar Rebo, Jakarta Timur"
"Rp 350.000.000","2 KT - 2 KM - 50 m2","Kramat Jati, Jakarta Timur"
"Rp 380.000.000","5 KT - 6 KM - 475 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 95.000.000","4 KT - 4 KM - 128 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 210.000.000","1 KT - 1 KM - 12 m2","Taman Sari, Jakarta Barat"
"Rp 8.000.000.000","3 KT - 1 KM - 150 m2","Tebet, Jakarta Selatan"
"Rp 2.600.000.000","4 KT - 3 KM - 122 m2","Cakung, Jakarta Timur"
"Rp 24.000.000.000","4 KT - 6 KM - 1080 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 245.000.000","1 KT - 1 KM - 21 m2","Jatinegara, Jakarta Timur"
"Rp 250.000.000","1 KT - 1 KM - 40 m2","Jatinegara, Jakarta Timur"
"Rp 374.500.000","2 KT - 1 KM - 35 m2","Jatinegara, Jakarta Timur"
"Rp 280.000.000","2 KT - 2 KM - 86 m2","Kembangan, Jakarta Barat"
"Rp 2.500.000.000","4 KT - 4 KM - 90 m2","Cakung, Jakarta Timur"
"Rp 6.500.000.000","4 KT - 3 KM - 240 m2","Kalideres, Jakarta Barat"
"Rp 200.000.000","1 KT - 1 KM - 30 m2","Cipayung, Jakarta Timur"
"Rp 2.300.000.000","5 KT - 3 KM - 210 m2","Kalideres, Jakarta Barat"
"Rp 11.000.000.000","4 KT - 4 KM - 480 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 4.300.000.000","4 KT - 3 KM - 156 m2","Cakung, Jakarta Timur"
"Rp 4.800.000.000","4 KT - 3 KM - 235 m2","Cakung, Jakarta Timur"
"Rp 4.350.000.000","2 KT - 2 KM - 168 m2","Penjaringan, Jakarta Utara"
"Rp 3.000.000.000","4 KT - 3 KM - 119 m2","Cakung, Jakarta Timur"
"Rp 13.800.000.000","6 KT - 6 KM - 640 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 28.000.000.000","4 KT - 4 KM - 750 m2","Penjaringan, Jakarta Utara"
"Rp 4.500.000.000","3 KT - 2 KM - 160 m2","Penjaringan, Jakarta Utara"
"Rp 5.300.000.000","3 KT - 3 KM - 160 m2","Penjaringan, Jakarta Utara"
"Rp 1.400.000.000","3 KT - 3 KM - 141 m2","Cakung, Jakarta Timur"
"Rp 450.000.000","2 KT - 1 KM - 70 m2","Kramat Jati, Jakarta Timur"
"Rp 6.500.000.000","5 KT - 4 KM - 1102 m2","Cengkareng, Jakarta Barat"
"Rp 7.800.000.000","3 KT - 3 KM - 300 m2","Penjaringan, Jakarta Utara"
"Rp 4.300.000.000","4 KT - 3 KM - 156 m2","Cakung, Jakarta Timur"
"Rp 60.000.000.000","4 KT - 9 KM - 1500 m2","Penjaringan, Jakarta Utara"
"Rp 1.800.000","1 KT - 1 KM - 36 m2","Palmerah, Jakarta Barat"
"Rp 3.250.000.000","3 KT - 1 KM - 200 m2","Kalisari, Jakarta Timur"
"Rp 300.000.000","2 KT - 2 KM - 54 m2","Cengkareng, Jakarta Barat"
"Rp 450.000.000","2 KT - 1 KM - 70 m2","Kramat Jati, Jakarta Timur"
"Rp 700.000.000","3 KT - 2 KM - 62 m2","Kramat Jati, Jakarta Timur"
"Rp 380.000.000","2 KT - 2 KM - 48 m2","Kramat Jati, Jakarta Timur"
"Rp 5.195.000.000","3 KT - 3 KM - 160 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 430.000.000","2 KT - 1 KM - 80 m2","Grogol Petamburan, Jakarta Barat"
"Rp 320.000.000","1 KT - 1 KM - 40 m2","Kebayoran Lama, Jakarta Selatan"
"Rp 430.000.000","2 KT - 1 KM - 80 m2","Sawah Besar, Jakarta Pusat"
"Rp 350.000.000","1 KT - 1 KM - 30 m2","Pesanggrahan, Jakarta Selatan"
"Rp 220.000.000","1 KT - 1 KM - 30 m2","Tambora, Jakarta Barat"
"Rp 4.000.000.000","5 KT - 1 KM - 90 m2","Menteng, Jakarta Pusat"
"Rp 4.950.000.000","3 KT - 3 KM - 160 m2","Penjaringan, Jakarta Utara"
"Rp 1.900.000.000","2 KT - 2 KM - 96 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 350.000.000","2 KT - 1 KM - 56 m2","Cengkareng, Jakarta Barat"
"Rp 4.400.000.000","3 KT - 4 KM - 132 m2","Penjaringan, Jakarta Utara"
"Rp 2.500.000.000","3 KT - 3 KM - 105 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 1.700.000.000","2 KT - 1 KM - 79 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 1.300.000.000","2 KT - 2 KM - 62 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 4.200.000.000","4 KT - 3 KM - 187 m2","Daan Mogot, Jakarta Barat"
"Rp 450.000.000","3 KT - 2 KM - 115 m2","Kemang, Jakarta Selatan"
"Rp 50.000.000","1 KT - 1 KM - 21 m2","Cengkareng, Jakarta Barat"
"Rp 1.100.000.000","6 KT - 6 KM - 200 m2","Cibubur, Jakarta Timur"
"Rp 120.000.000","1 KT - 1 KM - 35 m2","Mampang Prapatan, Jakarta Selatan"
"Rp 11.000.000.000","4 KT - 3 KM - 330 m2","Pantai Indah Kapuk, Jakarta Utara"